# z        bx_sc        by_sc        bx_wo_sc        by_wo_sc
1.0151000e+01 3.0837562e+01 3.0790760e+01 7.8310195e+00 7.8283093e+00
1.0162000e+01 3.0868261e+01 3.0821414e+01 7.8608438e+00 7.8581227e+00
1.0174000e+01 3.0899647e+01 3.0852755e+01 7.8916903e+00 7.8875900e+00
1.0184000e+01 3.0927126e+01 3.0879615e+01 7.9207619e+00 7.9166483e+00
1.0196000e+01 3.0956469e+01 3.0909495e+01 7.9472210e+00 7.9444690e+00
1.0207000e+01 3.0986720e+01 3.0939703e+01 7.9760073e+00 7.9732453e+00
1.0218000e+01 3.1016091e+01 3.0969032e+01 8.0045803e+00 8.0018084e+00
1.0229000e+01 3.1044565e+01 3.0997465e+01 8.0335525e+00 8.0305851e+00
1.0241000e+01 3.1074861e+01 3.1027136e+01 8.0611108e+00 8.0581332e+00
1.0252000e+01 3.1104589e+01 3.1057403e+01 8.0899176e+00 8.0869294e+00
1.0263000e+01 3.1134915e+01 3.1087686e+01 8.1187758e+00 8.1157769e+00
1.0274000e+01 3.1162546e+01 3.1115277e+01 8.1474972e+00 8.1446758e+00
1.0286000e+01 3.1192901e+01 3.1145589e+01 8.1752497e+00 8.1724188e+00
1.0297000e+01 3.1222686e+01 3.1175331e+01 8.2054691e+00 8.2014183e+00
1.0308000e+01 3.1253071e+01 3.1205673e+01 8.2345321e+00 8.2316806e+00
1.0320000e+01 3.1283472e+01 3.1235444e+01 8.2636465e+00 8.2607850e+00
1.0331000e+01 3.1311169e+01 3.1263688e+01 8.2915961e+00 8.2887248e+00
1.0342000e+01 3.1342188e+01 3.1294074e+01 8.3210033e+00 8.3181218e+00
1.0353000e+01 3.1372905e+01 3.1325333e+01 8.3519849e+00 8.3476795e+00
1.0365000e+01 3.1405407e+01 3.1357785e+01 8.3823839e+00 8.3794806e+00
1.0376000e+01 3.1438154e+01 3.1390480e+01 8.4127216e+00 8.4096127e+00
1.0387000e+01 3.1474738e+01 3.1427002e+01 8.4473835e+00 8.4444551e+00
1.0398000e+01 3.1510976e+01 3.1464363e+01 8.4857325e+00 8.4827881e+00
1.0410000e+01 3.1537873e+01 3.1489684e+01 8.5265222e+00 8.5233623e+00
1.0421000e+01 3.1547607e+01 3.1499433e+01 8.5652762e+00 8.5622967e+00
1.0432000e+01 3.1562703e+01 3.1517256e+01 8.5984081e+00 8.5954161e+00
1.0443000e+01 3.1614257e+01 3.1567529e+01 8.6126844e+00 8.6094938e+00
1.0455000e+01 3.1630577e+01 3.1579937e+01 8.6109981e+00 8.6078200e+00
1.0466000e+01 3.1570716e+01 3.1521242e+01 8.6117451e+00 8.6087755e+00
1.0477000e+01 3.1515570e+01 3.1465120e+01 8.6251780e+00 8.6222090e+00
1.0488000e+01 3.1536166e+01 3.1486277e+01 8.6563569e+00 8.6533772e+00
1.0500000e+01 3.1633566e+01 3.1581869e+01 8.7004127e+00 8.6974129e+00
1.0510000e+01 3.1750139e+01 3.1701455e+01 8.7583903e+00 8.7553613e+00
1.0522000e+01 3.1820850e+01 3.1771624e+01 8.8218476e+00 8.8175204e+00
1.0533000e+01 3.1753189e+01 3.1708712e+01 8.8879994e+00 8.8849011e+00
1.0545000e+01 3.1675806e+01 3.1632154e+01 8.9347931e+00 8.9314646e+00
1.0556000e+01 3.1818287e+01 3.1773115e+01 8.9432031e+00 8.9400877e+00
1.0567000e+01 3.1936723e+01 3.1888886e+01 8.9228265e+00 8.9197351e+00
1.0578000e+01 3.1862302e+01 3.1810168e+01 8.9109648e+00 8.9078927e+00
1.0590000e+01 3.1786750e+01 3.1735857e+01 8.9229665e+00 8.9198969e+00
1.0601000e+01 3.1800603e+01 3.1749701e+01 8.9527591e+00 8.9496793e+00
1.0612000e+01 3.1892589e+01 3.1842038e+01 8.9965095e+00 8.9934101e+00
1.0623000e+01 3.2022346e+01 3.1973233e+01 9.0537671e+00 9.0506392e+00
1.0635000e+01 3.2114119e+01 3.2063784e+01 9.1188064e+00 9.1154330e+00
1.0646000e+01 3.2074148e+01 3.2028545e+01 9.1878093e+00 9.1846097e+00
1.0657000e+01 3.1970007e+01 3.1926491e+01 9.2397962e+00 9.2365708e+00
1.0668000e+01 3.2056840e+01 3.2011946e+01 9.2596791e+00 9.2562356e+00
1.0680000e+01 3.2224025e+01 3.2174120e+01 9.2446063e+00 9.2411857e+00
1.0691000e+01 3.2183460e+01 3.2133501e+01 9.2289728e+00 9.2255756e+00
1.0702000e+01 3.2099130e+01 3.2048255e+01 9.2342451e+00 9.2310668e+00
1.0713000e+01 3.2088327e+01 3.2036920e+01 9.2619726e+00 9.2587861e+00
1.0725000e+01 3.2163710e+01 3.2112708e+01 9.3036472e+00 9.3002291e+00
1.0736000e+01 3.2290031e+01 3.2239890e+01 9.3580252e+00 9.3547940e+00
1.0747000e+01 3.2388531e+01 3.2339340e+01 9.4224471e+00 9.4189646e+00
1.0758000e+01 3.2386007e+01 3.2339277e+01 9.4887120e+00 9.4854118e+00
1.0769000e+01 3.2274825e+01 3.2230227e+01 9.5493850e+00 9.5458318e+00
1.0781000e+01 3.2304824e+01 3.2260184e+01 9.5778887e+00 9.5745484e+00
1.0792000e+01 3.2483225e+01 3.2433499e+01 9.5696098e+00 9.5662865e+00
1.0803000e+01 3.2497242e+01 3.2446706e+01 9.5517182e+00 9.5481976e+00
1.0814000e+01 3.2406774e+01 3.2352502e+01 9.5535289e+00 9.5500191e+00
1.0826000e+01 3.2374833e+01 3.2323517e+01 9.5770659e+00 9.5737702e+00
1.0837000e+01 3.2430643e+01 3.2379191e+01 9.6169042e+00 9.6135922e+00
1.0848000e+01 3.2540316e+01 3.2489173e+01 9.6659609e+00 9.6626256e+00
1.0859000e+01 3.2656855e+01 3.2604979e+01 9.7293832e+00 9.7257910e+00
1.0871000e+01 3.2681422e+01 3.2633591e+01 9.7981504e+00 9.7945192e+00
1.0882000e+01 3.2576732e+01 3.2531643e+01 9.8614425e+00 9.8577761e+00
1.0893000e+01 3.2550636e+01 3.2505648e+01 9.8997672e+00 9.8960842e+00
1.0904000e+01 3.2726512e+01 3.2679270e+01 9.9001450e+00 9.8964733e+00
1.0916000e+01 3.2792244e+01 3.2741792e+01 9.8818383e+00 9.8784200e+00
1.0927000e+01 3.2706762e+01 3.2654761e+01 9.8790193e+00 9.8756144e+00
1.0938000e+01 3.2659792e+01 3.2607357e+01 9.8969480e+00 9.8935411e+00
1.0949000e+01 3.2690111e+01 3.2638220e+01 9.9334285e+00 9.9300078e+00
1.0961000e+01 3.2794900e+01 3.2742729e+01 9.9830612e+00 9.9810079e+00
1.0972000e+01 3.2913337e+01 3.2862687e+01 1.0044422e+01 1.0040948e+01
1.0983000e+01 3.2965225e+01 3.2916306e+01 1.0111734e+01 1.0108224e+01
1.0994000e+01 3.2884986e+01 3.2838770e+01 1.0175100e+01 1.0171321e+01
1.1006000e+01 3.2809940e+01 3.2762282e+01 1.0222093e+01 1.0218291e+01
1.1017000e+01 3.2956163e+01 3.2909211e+01 1.0232447e+01 1.0228886e+01
1.1028000e+01 3.3072783e+01 3.3020784e+01 1.0217289e+01 1.0213515e+01
1.1039000e+01 3.3008720e+01 3.2956147e+01 1.0210990e+01 1.0207468e+01
1.1051000e+01 3.2941314e+01 3.2888362e+01 1.0225617e+01 1.0222096e+01
1.1062000e+01 3.2955350e+01 3.2902386e+01 1.0259254e+01 1.0255721e+01
1.1073000e+01 3.3038781e+01 3.2983913e+01 1.0306109e+01 1.0302555e+01
1.1084000e+01 3.3157164e+01 3.3103198e+01 1.0361896e+01 1.0358315e+01
1.1096000e+01 3.3229914e+01 3.3180559e+01 1.0427318e+01 1.0424903e+01
1.1107000e+01 3.3177267e+01 3.3129943e+01 1.0495698e+01 1.0492046e+01
1.1118000e+01 3.3074914e+01 3.3029123e+01 1.0548609e+01 1.0544932e+01
1.1129000e+01 3.3165982e+01 3.3119369e+01 1.0568097e+01 1.0565630e+01
1.1141000e+01 3.3327999e+01 3.3278499e+01 1.0558786e+01 1.0555125e+01
1.1152000e+01 3.3299774e+01 3.3247278e+01 1.0548342e+01 1.0546150e+01
1.1163000e+01 3.3220723e+01 3.3167252e+01 1.0559474e+01 1.0555836e+01
1.1174000e+01 3.3213659e+01 3.3160238e+01 1.0588651e+01 1.0585005e+01
1.1186000e+01 3.3283626e+01 3.3230644e+01 1.0632563e+01 1.0628653e+01
1.1197000e+01 3.3397005e+01 3.3344960e+01 1.0688960e+01 1.0685022e+01
1.1208000e+01 3.3486577e+01 3.3433202e+01 1.0753552e+01 1.0749578e+01
1.1219000e+01 3.3466745e+01 3.3418303e+01 1.0818721e+01 1.0814711e+01
1.1231000e+01 3.3350087e+01 3.3303849e+01 1.0877021e+01 1.0872980e+01
1.1242000e+01 3.3384210e+01 3.3337915e+01 1.0907116e+01 1.0903065e+01
1.1253000e+01 3.3568763e+01 3.3518884e+01 1.0904570e+01 1.0900785e+01
1.1264000e+01 3.3581010e+01 3.3528615e+01 1.0893049e+01 1.0889284e+01
1.1276000e+01 3.3500905e+01 3.3447528e+01 1.0899241e+01 1.0895483e+01
1.1287000e+01 3.3472302e+01 3.3419039e+01 1.0924709e+01 1.0920946e+01
1.1298000e+01 3.3525597e+01 3.3472204e+01 1.0966701e+01 1.0964164e+01
1.1309000e+01 3.3623017e+01 3.3569983e+01 1.1020239e+01 1.1016434e+01
1.1321000e+01 3.3725794e+01 3.3674377e+01 1.1080370e+01 1.1076534e+01
1.1332000e+01 3.3736008e+01 3.3686481e+01 1.1148354e+01 1.1144225e+01
1.1343000e+01 3.3625013e+01 3.3578323e+01 1.1209654e+01 1.1205493e+01
1.1355000e+01 3.3604873e+01 3.3558264e+01 1.1247543e+01 1.1244897e+01
1.1365000e+01 3.3779328e+01 3.3730406e+01 1.1253546e+01 1.1249637e+01
1.1377000e+01 3.3848844e+01 3.3796600e+01 1.1242223e+01 1.1239860e+01
1.1388000e+01 3.3769268e+01 3.3716020e+01 1.1244224e+01 1.1240346e+01
1.1400000e+01 3.3723287e+01 3.3668951e+01 1.1266501e+01 1.1262619e+01
1.1410000e+01 3.3743340e+01 3.3687215e+01 1.1301663e+01 1.1297508e+01
1.1422000e+01 3.3823518e+01 3.3767802e+01 1.1349432e+01 1.1347054e+01
1.1433000e+01 3.3919989e+01 3.3867032e+01 1.1404252e+01 1.1401856e+01
1.1445000e+01 3.3990784e+01 3.3938918e+01 1.1463022e+01 1.1459052e+01
1.1455000e+01 3.4009874e+01 3.3959890e+01 1.1513790e+01 1.1509530e+01
1.1467000e+01 3.4023247e+01 3.3973254e+01 1.1553648e+01 1.1549639e+01
1.1478000e+01 3.4066044e+01 3.4014689e+01 1.1577610e+01 1.1575162e+01
1.1490000e+01 3.4098429e+01 3.4046375e+01 1.1596419e+01 1.1592405e+01
1.1500000e+01 3.4117829e+01 3.4065111e+01 1.1621327e+01 1.1617039e+01
1.1512000e+01 3.4141088e+01 3.4088337e+01 1.1653803e+01 1.1651341e+01
1.1523000e+01 3.4169194e+01 3.4116401e+01 1.1692659e+01 1.1688613e+01
1.1535000e+01 3.4191963e+01 3.4139135e+01 1.1729547e+01 1.1726792e+01
1.1545000e+01 3.4219298e+01 3.4164647e+01 1.1767693e+01 1.1765197e+01
1.1557000e+01 3.4241290e+01 3.4188390e+01 1.1802774e+01 1.1798688e+01
1.1568000e+01 3.4265572e+01 3.4213279e+01 1.1838372e+01 1.1835856e+01
1.1580000e+01 3.4290507e+01 3.4238177e+01 1.1875064e+01 1.1870953e+01
1.1590000e+01 3.4312377e+01 3.4260016e+01 1.1911813e+01 1.1907689e+01
1.1602000e+01 3.4337330e+01 3.4284932e+01 1.1945165e+01 1.1941030e+01
1.1613000e+01 3.4362292e+01 3.4309214e+01 1.1981747e+01 1.1977599e+01
1.1624000e+01 3.4386617e+01 3.4334149e+01 1.2016790e+01 1.2014224e+01
1.1636000e+01 3.4411598e+01 3.4359094e+01 1.2053481e+01 1.2049309e+01
1.1647000e+01 3.4433507e+01 3.4380971e+01 1.2087031e+01 1.2084445e+01
1.1658000e+01 3.4458505e+01 3.4405933e+01 1.2123829e+01 1.2119632e+01
1.1669000e+01 3.4482865e+01 3.4430259e+01 1.2159080e+01 1.2156474e+01
1.1681000e+01 3.4507883e+01 3.4455240e+01 1.2195988e+01 1.2193371e+01
1.1692000e+01 3.4530471e+01 3.4477148e+01 1.2231343e+01 1.2227109e+01
1.1703000e+01 3.4554857e+01 3.4502146e+01 1.2266749e+01 1.2264113e+01
1.1714000e+01 3.4579902e+01 3.4527154e+01 1.2303820e+01 1.2299561e+01
1.1726000e+01 3.4604956e+01 3.4552172e+01 1.2341231e+01 1.2336674e+01
1.1737000e+01 3.4627578e+01 3.4574761e+01 1.2375465e+01 1.2372512e+01
1.1748000e+01 3.4653953e+01 3.4601096e+01 1.2413560e+01 1.2408976e+01
1.1759000e+01 3.4684087e+01 3.4628742e+01 1.2452579e+01 1.2448267e+01
1.1771000e+01 3.4711923e+01 3.4657183e+01 1.2492328e+01 1.2489338e+01
1.1782000e+01 3.4734843e+01 3.4682510e+01 1.2534443e+01 1.2530100e+01
1.1793000e+01 3.4754816e+01 3.4703116e+01 1.2576755e+01 1.2574025e+01
1.1804000e+01 3.4757038e+01 3.4706014e+01 1.2621406e+01 1.2616736e+01
1.1816000e+01 3.4771314e+01 3.4720289e+01 1.2660578e+01 1.2657529e+01
1.1827000e+01 3.4817238e+01 3.4763027e+01 1.2687724e+01 1.2683325e+01
1.1838000e+01 3.4839974e+01 3.4786217e+01 1.2700629e+01 1.2696234e+01
1.1849000e+01 3.4787417e+01 3.4732545e+01 1.2712473e+01 1.2707790e+01
1.1861000e+01 3.4731183e+01 3.4675206e+01 1.2734338e+01 1.2731583e+01
1.1872000e+01 3.4742754e+01 3.4687418e+01 1.2772468e+01 1.2769410e+01
1.1883000e+01 3.4822018e+01 3.4767120e+01 1.2820433e+01 1.2816007e+01
1.1894000e+01 3.4929624e+01 3.4875084e+01 1.2878755e+01 1.2875958e+01
1.1906000e+01 3.4991149e+01 3.4939080e+01 1.2942858e+01 1.2939738e+01
1.1917000e+01 3.4932890e+01 3.4882965e+01 1.3002973e+01 1.2998460e+01
1.1928000e+01 3.4852828e+01 3.4804439e+01 1.3047522e+01 1.3044364e+01
1.1939000e+01 3.4964114e+01 3.4914162e+01 1.3076315e+01 1.3073151e+01
1.1951000e+01 3.5088987e+01 3.5035448e+01 1.3079333e+01 1.3076178e+01
1.1962000e+01 3.5021854e+01 3.4966574e+01 1.3080724e+01 1.3076208e+01
1.1973000e+01 3.4947971e+01 3.4891631e+01 1.3098832e+01 1.3095990e+01
1.1984000e+01 3.4955558e+01 3.4899223e+01 1.3138090e+01 1.3135240e+01
1.1996000e+01 3.5037139e+01 3.4981237e+01 1.3188265e+01 1.3185398e+01
1.2007000e+01 3.5150843e+01 3.5095938e+01 1.3248316e+01 1.3243736e+01
1.2018000e+01 3.5229180e+01 3.5176052e+01 1.3307671e+01 1.3304764e+01
1.2029000e+01 3.5201050e+01 3.5150000e+01 1.3368496e+01 1.3363858e+01
1.2041000e+01 3.5099775e+01 3.5050986e+01 1.3419097e+01 1.3415841e+01
1.2052000e+01 3.5162709e+01 3.5113129e+01 1.3453429e+01 1.3450164e+01
1.2063000e+01 3.5315488e+01 3.5262890e+01 1.3465532e+01 1.3460867e+01
1.2074000e+01 3.5292034e+01 3.5236890e+01 1.3465847e+01 1.3462908e+01
1.2086000e+01 3.5205282e+01 3.5148448e+01 1.3482074e+01 1.3479138e+01
1.2097000e+01 3.5194260e+01 3.5137488e+01 1.3517199e+01 1.3514255e+01
1.2108000e+01 3.5255413e+01 3.5196636e+01 1.3567390e+01 1.3562707e+01
1.2119000e+01 3.5364001e+01 3.5308086e+01 1.3619897e+01 1.3616921e+01
1.2131000e+01 3.5456649e+01 3.5399951e+01 1.3682347e+01 1.3679349e+01
1.2142000e+01 3.5450225e+01 3.5398079e+01 1.3741430e+01 1.3738095e+01
1.2153000e+01 3.5348051e+01 3.5298189e+01 1.3794580e+01 1.3791545e+01
1.2164000e+01 3.5355852e+01 3.5305997e+01 1.3831334e+01 1.3827969e+01
1.2176000e+01 3.5525171e+01 3.5472907e+01 1.3852852e+01 1.3847730e+01
1.2187000e+01 3.5547333e+01 3.5491709e+01 1.3856931e+01 1.3852139e+01
1.2198000e+01 3.5458285e+01 3.5401623e+01 1.3869408e+01 1.3866375e+01
1.2209000e+01 3.5427932e+01 3.5370726e+01 1.3900852e+01 1.3896056e+01
1.2220000e+01 3.5472075e+01 3.5414757e+01 1.3946681e+01 1.3941867e+01
1.2232000e+01 3.5571903e+01 3.5515637e+01 1.4001794e+01 1.3996956e+01
1.2243000e+01 3.5671692e+01 3.5617159e+01 1.4061554e+01 1.4056688e+01
1.2254000e+01 3.5694027e+01 3.5640788e+01 1.4118070e+01 1.4114636e+01
1.2265000e+01 3.5605340e+01 3.5554365e+01 1.4170518e+01 1.4167065e+01
1.2277000e+01 3.5560373e+01 3.5510869e+01 1.4213983e+01 1.4208723e+01
1.2288000e+01 3.5715656e+01 3.5663772e+01 1.4240982e+01 1.4235715e+01
1.2299000e+01 3.5789800e+01 3.5734392e+01 1.4250720e+01 1.4245460e+01
1.2310000e+01 3.5714433e+01 3.5657269e+01 1.4262249e+01 1.4257323e+01
1.2322000e+01 3.5664084e+01 3.5603878e+01 1.4289710e+01 1.4286575e+01
1.2333000e+01 3.5689256e+01 3.5631548e+01 1.4333772e+01 1.4330625e+01
1.2344000e+01 3.5773858e+01 3.5717255e+01 1.4387750e+01 1.4384587e+01
1.2355000e+01 3.5875719e+01 3.5820179e+01 1.4442520e+01 1.4439338e+01
1.2367000e+01 3.5922869e+01 3.5866649e+01 1.4500558e+01 1.4497023e+01
1.2378000e+01 3.5850195e+01 3.5798792e+01 1.4553344e+01 1.4549791e+01
1.2389000e+01 3.5772737e+01 3.5722230e+01 1.4596216e+01 1.4592649e+01
1.2400000e+01 3.5888295e+01 3.5836842e+01 1.4629440e+01 1.4625865e+01
1.2412000e+01 3.6014264e+01 3.5959131e+01 1.4647160e+01 1.4643924e+01
1.2423000e+01 3.5959998e+01 3.5902357e+01 1.4659260e+01 1.4656029e+01
1.2435000e+01 3.5893678e+01 3.5835588e+01 1.4684242e+01 1.4681009e+01
1.2445000e+01 3.5903859e+01 3.5845763e+01 1.4723145e+01 1.4719902e+01
1.2457000e+01 3.5976705e+01 3.5919081e+01 1.4774403e+01 1.4771144e+01
1.2468000e+01 3.6078216e+01 3.6021660e+01 1.4832463e+01 1.4827333e+01
1.2479000e+01 3.6140092e+01 3.6085408e+01 1.4888647e+01 1.4885008e+01
1.2490000e+01 3.6095414e+01 3.6042900e+01 1.4937641e+01 1.4934331e+01
1.2502000e+01 3.5995556e+01 3.5945351e+01 1.4983191e+01 1.4977650e+01
1.2513000e+01 3.6063463e+01 3.6011759e+01 1.5020249e+01 1.5016569e+01
1.2524000e+01 3.6218755e+01 3.6163950e+01 1.5046913e+01 1.5043229e+01
1.2535000e+01 3.6201814e+01 3.6144373e+01 1.5060222e+01 1.5055015e+01
1.2547000e+01 3.6127588e+01 3.6069718e+01 1.5082985e+01 1.5079651e+01
1.2558000e+01 3.6116587e+01 3.6058772e+01 1.5121920e+01 1.5118577e+01
1.2569000e+01 3.6176933e+01 3.6118960e+01 1.5169864e+01 1.5166508e+01
1.2580000e+01 3.6268271e+01 3.6210721e+01 1.5226341e+01 1.5221075e+01
1.2592000e+01 3.6346940e+01 3.6288581e+01 1.5279020e+01 1.5275629e+01
1.2603000e+01 3.6328871e+01 3.6275265e+01 1.5331176e+01 1.5327416e+01
1.2614000e+01 3.6218157e+01 3.6166900e+01 1.5373835e+01 1.5370062e+01
1.2625000e+01 3.6232206e+01 3.6178302e+01 1.5415696e+01 1.5409997e+01
1.2637000e+01 3.6403369e+01 3.6348952e+01 1.5446834e+01 1.5443042e+01
1.2648000e+01 3.6429472e+01 3.6372277e+01 1.5464938e+01 1.5461147e+01
1.2659000e+01 3.6354564e+01 3.6296254e+01 1.5486840e+01 1.5483404e+01
1.2670000e+01 3.6327573e+01 3.6268686e+01 1.5522209e+01 1.5519124e+01
1.2682000e+01 3.6367828e+01 3.6309520e+01 1.5568274e+01 1.5565177e+01
1.2693000e+01 3.6459163e+01 3.6401285e+01 1.5620677e+01 1.5617206e+01
1.2704000e+01 3.6543748e+01 3.6487694e+01 1.5676558e+01 1.5673070e+01
1.2716000e+01 3.6550731e+01 3.6496047e+01 1.5726892e+01 1.5723389e+01
1.2727000e+01 3.6452555e+01 3.6398219e+01 1.5767194e+01 1.5763317e+01
1.2738000e+01 3.6411348e+01 3.6360487e+01 1.5807950e+01 1.5804061e+01
1.2749000e+01 3.6573093e+01 3.6519787e+01 1.5849040e+01 1.5845139e+01
1.2761000e+01 3.6645467e+01 3.6588555e+01 1.5873173e+01 1.5869269e+01
1.2771000e+01 3.6581997e+01 3.6523925e+01 1.5893696e+01 1.5890158e+01
1.2783000e+01 3.6534531e+01 3.6475259e+01 1.5928553e+01 1.5923416e+01
1.2794000e+01 3.6551442e+01 3.6492819e+01 1.5973465e+01 1.5969909e+01
1.2806000e+01 3.6621976e+01 3.6563162e+01 1.6022072e+01 1.6018502e+01
1.2816000e+01 3.6701402e+01 3.6643052e+01 1.6073433e+01 1.6069848e+01
1.2828000e+01 3.6757880e+01 3.6701445e+01 1.6124502e+01 1.6120903e+01
1.2839000e+01 3.6773066e+01 3.6717990e+01 1.6169930e+01 1.6166318e+01
1.2851000e+01 3.6778342e+01 3.6723960e+01 1.6210887e+01 1.6206891e+01
1.2861000e+01 3.6811929e+01 3.6756785e+01 1.6251351e+01 1.6247719e+01
1.2873000e+01 3.6845472e+01 3.6788878e+01 1.6283690e+01 1.6280051e+01
1.2884000e+01 3.6863773e+01 3.6806462e+01 1.6319200e+01 1.6315552e+01
1.2896000e+01 3.6883460e+01 3.6825428e+01 1.6360060e+01 1.6356401e+01
1.2906000e+01 3.6906563e+01 3.6849188e+01 1.6402855e+01 1.6399183e+01
1.2918000e+01 3.6924234e+01 3.6866832e+01 1.6443280e+01 1.6439596e+01
1.2929000e+01 3.6943936e+01 3.6887198e+01 1.6485385e+01 1.6481689e+01
1.2941000e+01 3.6965672e+01 3.6906189e+01 1.6528381e+01 1.6524672e+01
1.2951000e+01 3.6982673e+01 3.6925185e+01 1.6571053e+01 1.6567331e+01
1.2963000e+01 3.7004421e+01 3.6947596e+01 1.6611762e+01 1.6608029e+01
1.2974000e+01 3.7024152e+01 3.6966603e+01 1.6654158e+01 1.6650413e+01
1.2986000e+01 3.7043191e+01 3.6986310e+01 1.6694586e+01 1.6690829e+01
1.2997000e+01 3.7062933e+01 3.7006022e+01 1.6737088e+01 1.6733319e+01
1.3008000e+01 3.7081982e+01 3.7025045e+01 1.6777616e+01 1.6773835e+01
1.3019000e+01 3.7101735e+01 3.7044768e+01 1.6820223e+01 1.6816430e+01
1.3031000e+01 3.7121493e+01 3.7063801e+01 1.6860852e+01 1.6857047e+01
1.3042000e+01 3.7140558e+01 3.7083535e+01 1.6903564e+01 1.6899748e+01
1.3053000e+01 3.7160327e+01 3.7102578e+01 1.6944293e+01 1.6940465e+01
1.3064000e+01 3.7179402e+01 3.7122323e+01 1.6987112e+01 1.6983271e+01
1.3075000e+01 3.7199182e+01 3.7141376e+01 1.7027941e+01 1.7024089e+01
1.3087000e+01 3.7218268e+01 3.7161132e+01 1.7070865e+01 1.7067000e+01
1.3098000e+01 3.7238059e+01 3.7180893e+01 1.7111795e+01 1.7107919e+01
1.3109000e+01 3.7257855e+01 3.7199962e+01 1.7154824e+01 1.7150936e+01
1.3120000e+01 3.7277658e+01 3.7220434e+01 1.7197907e+01 1.7194006e+01
1.3132000e+01 3.7297465e+01 3.7240212e+01 1.7238989e+01 1.7237131e+01
1.3143000e+01 3.7317960e+01 3.7257950e+01 1.7282961e+01 1.7279036e+01
1.3154000e+01 3.7335728e+01 3.7279118e+01 1.7323743e+01 1.7319806e+01
1.3165000e+01 3.7356150e+01 3.7299514e+01 1.7363672e+01 1.7361786e+01
1.3177000e+01 3.7364651e+01 3.7308720e+01 1.7405681e+01 1.7401320e+01
1.3188000e+01 3.7362576e+01 3.7307378e+01 1.7445231e+01 1.7440858e+01
1.3199000e+01 3.7371626e+01 3.7316435e+01 1.7485531e+01 1.7481548e+01
1.3210000e+01 3.7417983e+01 3.7361991e+01 1.7533558e+01 1.7529560e+01
1.3222000e+01 3.7449018e+01 3.7390858e+01 1.7578177e+01 1.7574166e+01
1.3233000e+01 3.7409211e+01 3.7349790e+01 1.7615560e+01 1.7611540e+01
1.3244000e+01 3.7367751e+01 3.7307079e+01 1.7653981e+01 1.7649953e+01
1.3255000e+01 3.7376305e+01 3.7312902e+01 1.7698316e+01 1.7694277e+01
1.3267000e+01 3.7443023e+01 3.7380130e+01 1.7747165e+01 1.7743113e+01
1.3278000e+01 3.7525851e+01 3.7467569e+01 1.7797524e+01 1.7793459e+01
1.3289000e+01 3.7564631e+01 3.7507663e+01 1.7835565e+01 1.7833181e+01
1.3300000e+01 3.7500874e+01 3.7446210e+01 1.7868149e+01 1.7863661e+01
1.3312000e+01 3.7415071e+01 3.7362055e+01 1.7897683e+01 1.7894884e+01
1.3323000e+01 3.7522620e+01 3.7465195e+01 1.7954636e+01 1.7950123e+01
1.3334000e+01 3.7646573e+01 3.7588760e+01 1.8005518e+01 1.8003515e+01
1.3345000e+01 3.7602135e+01 3.7542361e+01 1.8045121e+01 1.8040994e+01
1.3357000e+01 3.7537167e+01 3.7476206e+01 1.8083896e+01 1.8079760e+01
1.3368000e+01 3.7541688e+01 3.7480729e+01 1.8128548e+01 1.8124819e+01
1.3379000e+01 3.7606931e+01 3.7546497e+01 1.8179050e+01 1.8174889e+01
1.3390000e+01 3.7702088e+01 3.7642094e+01 1.8228093e+01 1.8223919e+01
1.3402000e+01 3.7758992e+01 3.7700969e+01 1.8271248e+01 1.8267066e+01
1.3413000e+01 3.7717244e+01 3.7661480e+01 1.8298936e+01 1.8296475e+01
1.3424000e+01 3.7618525e+01 3.7564455e+01 1.8325062e+01 1.8322180e+01
1.3435000e+01 3.7665541e+01 3.7612072e+01 1.8374170e+01 1.8369546e+01
1.3447000e+01 3.7826129e+01 3.7768715e+01 1.8438484e+01 1.8434259e+01
1.3458000e+01 3.7815743e+01 3.7755545e+01 1.8483822e+01 1.8479584e+01
1.3469000e+01 3.7747926e+01 3.7683762e+01 1.8521769e+01 1.8519683e+01
1.3480000e+01 3.7734394e+01 3.7673071e+01 1.8566047e+01 1.8562217e+01
1.3492000e+01 3.7787072e+01 3.7725604e+01 1.8617112e+01 1.8612839e+01
1.3503000e+01 3.7875796e+01 3.7815496e+01 1.8667506e+01 1.8663221e+01
1.3514000e+01 3.7944457e+01 3.7886105e+01 1.8708363e+01 1.8704069e+01
1.3525000e+01 3.7929447e+01 3.7869771e+01 1.8736096e+01 1.8731369e+01
1.3537000e+01 3.7825017e+01 3.7771286e+01 1.8757681e+01 1.8752956e+01
1.3548000e+01 3.7824027e+01 3.7769612e+01 1.8799872e+01 1.8794703e+01
1.3559000e+01 3.7990171e+01 3.7933914e+01 1.8869395e+01 1.8867262e+01
1.3570000e+01 3.8026382e+01 3.7967194e+01 1.8924293e+01 1.8919943e+01
1.3582000e+01 3.7953767e+01 3.7892678e+01 1.8965397e+01 1.8961474e+01
1.3593000e+01 3.7928065e+01 3.7866368e+01 1.9010217e+01 1.9005845e+01
1.3604000e+01 3.7966197e+01 3.7904398e+01 1.9059647e+01 1.9055702e+01
1.3615000e+01 3.8044050e+01 3.7982744e+01 1.9106063e+01 1.9103885e+01
1.3626000e+01 3.8119572e+01 3.8060198e+01 1.9150749e+01 1.9146343e+01
